trap_id,latitude,longitude
X0139,13.50404,144.79012
X0140,13.50992,144.80416
X0141,13.50232,144.78954
X0142,13.50267,144.78955
X0143,13.50349,144.78964
X0144,13.5039,144.78978
X0145,13.50299,144.78958
X0146,13.50185,144.78949
X0147,13.50864,144.80248
X0149,13.50847,144.80062
X0150,13.51069,144.80301
X0150R,13.61379,144.84116
x0151,13.47152,144.75993
X0152,13.51128,144.80271
X0153,13.50117,144.77173
X0154,13.50619,144.79907
X0155,13.51038,144.8021
X0156,13.50886,144.80071
X0157,13.50612,144.79906
X0158,13.50671,144.79884
X0159,13.50902,144.80306
X0160,13.50566,144.79935
X0161,13.50785,144.80086
x0162,13.46937,144.76291
X0165,13.50551,144.79866
X0168,13.50517,144.79881
X0172,13.51082,144.80247
X0173,13.50312,144.79008
X0174,13.52548,144.80446
X0175,13.50193,144.79112
X0176,13.50337,144.79132
x0176F,13.55192,144.92505
X0177,13.50168,144.79109
x0177F,13.55108,144.92468
X0178,13.50292,144.79103
X0179,13.50143,144.79001
X0180,13.50346,144.79018
X0181,13.5029,144.78999
X0182,13.5023,144.7899
X0183,13.50375,144.79016
X0184,13.44041,144.75111
X0185,13.43979,144.75296
x0186,13.44093,144.75191
X0188,13.44023,144.7475
X0190,13.52357,144.81405
X0191,13.5226,144.81428
X0193,13.51006,144.80468
X0194,13.51022,144.80473
X0195,13.51182,144.80447
X0196,13.54665,144.81036
X0197,13.54119,144.80688
X0198,13.44058,144.75038
X0198A,13.5357,144.80337
X0199,13.53309,144.81005
X0200,13.5125,144.80311
X0201,13.53335,144.80903
X0202,13.51111,144.80488
X0203,13.53392,144.80536
X0204,13.53351,144.80775
X0205,13.53379,144.80627
X0206,13.51183,144.80315
X0207,13.52976,144.81115
X0208,13.53162,144.81055
X0209,13.51023,144.80519
X0210,13.52727,144.81299
X0210A,13.44455,144.78693
X0211,13.52533,144.81398
X0212,13.51285,144.80363
X0213,13.53416,144.80571
X0213a,13.44577,144.78773
X0214,13.53417,144.80708
X0215,13.50687,144.80632
X0216,13.44573,144.78873
X0217,13.44509,144.78717
X0218,13.50762,144.80626
X0219,13.44367,144.78671
X0220,13.42995,144.78571
X0221,13.44414,144.78842
X0222,13.50725,144.80678
X0223,13.44268,144.78809
X0224,13.44379,144.7877
X0225,13.50712,144.8062
X0226,13.50776,144.80693
X0227,13.44285,144.78683
X0228,13.50736,144.80656
X0229,13.50979,144.80675
X0230,13.50711,144.80659
X0231,13.44571,144.78865
X0232,13.42996,144.78618
X0233,13.53149,144.80345
X0234,13.50515,144.8014
X0235,13.5223,144.8069
X0236,13.50432,144.80162
X0237,13.50502,144.80161
X0238,13.50325,144.79915
X0239,13.50312,144.79678
X0240,13.5064,144.80117
X0241,13.50517,144.79751
X0242,13.51919,144.808
X0243,13.43711,144.76714
X0244,13.50536,144.80108
X0245,13.5216,144.80745
X0246,13.53025,144.80319
x0247,13.47178,144.76013
X0248,13.50603,144.80116
X0249,13.50552,144.80134
X0250,13.5034,144.79975
X0251,13.50457,144.8015
X0252,13.5027,144.79785
X0253,13.50626,144.80161
X0254,13.52985,144.80321
X0255,13.50569,144.80095
X0256,13.52717,144.80347
X0257,13.50515,144.79782
X0258,13.52673,144.80361
X0259,13.50569,144.80134
X0260,13.50486,144.80145
X0261,13.50548,144.78189
X0262,13.50542,144.79644
X0263,13.50554,144.80168
X0264,13.4369,144.76721
X0265,13.50552,144.79664
X0266,13.50387,144.79553
X0267,13.50575,144.79776
X0268,13.50482,144.79691
X0269,13.51978,144.80807
X0270,13.5048,144.79734
X0271,13.50348,144.79625
X0272,13.504,144.79611
X0273,13.5056,144.79567
X0274,13.50378,144.7967
X0275,13.50272,144.79742
X0276,13.50562,144.79741
X0277,13.50508,144.79805
X0278,13.50558,144.79602
X0279,13.5053,144.79795
X0280,13.50542,144.79521
X0281,13.50357,144.79581
X0282,13.52512,144.80542
X0283,13.505,144.78206
X0284,13.50485,144.78358
X0285,13.52346,144.8099
X0286,13.52997,144.80371
X0287,13.52668,144.80353
X0288,13.5189,144.80893
X0289,13.52337,144.80416
X0290,13.52768,144.80397
X0291,13.50311,144.78526
X0292,13.53091,144.8035
X0293,13.50557,144.78043
x0294,13.50433,144.78217
X0295,13.50429,144.78374
X0296,13.50286,144.78482
X0297,13.52053,144.80818
X0298,13.525,144.80478
X0299,13.51929,144.80911
X0300,13.50265,144.79694
X0301,13.51877,144.80856
X0302,13.52875,144.80347
X0303,13.50456,144.78346
X0304,13.50586,144.78001
X0305,13.52356,144.81015
X0306,13.52476,144.80513
X0307,13.51291,144.80745
X0308,13.50322,144.79823
X0310,13.50252,144.79869
X0311,13.53013,144.80402
X0312,13.50553,144.7814
X0314,13.50463,144.78209
X0315,13.5047,144.78394
X0316,13.50666,144.78304
X0317,13.50554,144.78352
X0318,13.50358,144.78485
X0319,13.50605,144.78329
X0320,13.50386,144.78284
X0321,13.5075,144.782
X0322,13.50281,144.78528
X0323,13.52481,144.80479
X0324,13.50256,144.78525
X0325,13.5418,144.80717
X0326,13.50498,144.7838
X0327,13.5045,144.7843
X0328,13.50423,144.78453
X0329,13.50394,144.7847
X0330,13.5033,144.78505
X0331,13.50643,144.78156
X0332,13.53125,144.80347
X0333,13.50716,144.78064
X0334,13.53046,144.80397
X0335,13.52303,144.80935
X0336,13.53074,144.8036
X0337,13.52123,144.80656
X0338,13.53031,144.80379
X0339,13.52214,144.80838
X0340,13.50311,144.78461
X0341,13.51847,144.80913
X0342,13.5188,144.80893
X0343,13.52259,144.80896
X0344,13.50391,144.78256
X0345,13.52839,144.80394
X0346,13.53008,144.80383
X0347,13.50323,144.78548
X0348,13.50622,144.78094
X0349,13.52739,144.80386
X0350,13.52281,144.8085
X0351,13.5229,144.80585
X0352,13.53039,144.80344
X0353,13.5292,144.80404
X0354,13.51953,144.80882
X0355,13.50671,144.78261
X0356,13.52402,144.80412
X0357,13.52252,144.8087
X0358,13.53121,144.80357
X0359,13.52368,144.80998
X0360,13.52326,144.80635
X0361,13.52517,144.80466
X0362,13.51884,144.80923
X0363,13.51948,144.80852
X0364,13.5027,144.78496
X0365,13.52317,144.80513
X0366,13.53004,144.80397
X0367,13.52932,144.80336
X0368,13.53056,144.80332
X0369,13.52255,144.80857
X0370,13.51842,144.80867
X0371,13.52943,144.80395
X0372,13.52337,144.80959
X0373,13.52513,144.80443
X0374,13.52815,144.80407
X0375,13.52572,144.80412
X0376,13.5128,144.80864
X0377,13.52819,144.80346
X0378,13.52639,144.80362
X0379,13.51889,144.80875
X0380,13.51863,144.80805
X0381,13.527,144.80365
X0382,13.52334,144.80454
X0382A,13.52257,144.80821
x0383,13.41238,144.77547
X0384,13.53109,144.8035
X0385,13.51162,144.80904
X0386,13.53096,144.80347
X0387,13.52987,144.80399
X0388,13.52286,144.80629
X0389,13.5312,144.80342
X0390,13.5244,144.80544
X0391,13.52197,144.80405
X0392,13.53097,144.80322
X0393,13.50521,144.782
X0394,13.52161,144.80814
X0395,13.52499,144.80439
X0396,13.50675,144.78073
X0397,13.52971,144.80392
X0398,13.53107,144.80341
X0399,13.52801,144.80405
X0401,13.50545,144.78099
X0402,13.5258,144.80376
X0403,13.5279,144.80397
X0406,13.50989,144.80753
X0407,13.52885,144.80394
X0408,13.52361,144.81035
X0408A,13.51942,144.80823
X0410,13.523,144.80553
X0411,13.52562,144.80418
X0412,13.52369,144.80626
X0413,13.52457,144.80482
X0414,13.50762,144.78368
X0415,13.50584,144.78438
X0416,13.50357,144.78537
X0417,13.50664,144.78581
X0419,13.50269,144.78551
X0420,13.50409,144.78508
X0421,13.50251,144.78603
X0422,13.5046,144.78497
X0423,13.50634,144.78502
X0424,13.50522,144.78436
X0425,13.50625,144.784
X0425A,13.5056,144.78473
X0426,13.50505,144.7845
X0427,13.50732,144.78374
X0428,13.50613,144.78416
X0429,13.50245,144.78584
x0430,13.50468,144.78499
X0431,13.5068,144.78375
X0432,13.50373,144.78531
X0433,13.50572,144.78409
X0434,13.50558,144.78409
X0435,13.50655,144.78378
X0436,13.50304,144.78557
X0437,13.50393,144.78519
X0438,13.50249,144.78571
X0439,13.50537,144.78427
X0449,13.52286,144.80431
X0450,13.50429,144.78506
X0451,13.50259,144.78548
X0452,13.503131,144.78525
X0453,13.50669,144.78522
X0454,13.50653,144.7843
X0455,13.50257,144.78622
X0456,13.50338,144.7854
X0457,13.50506,144.78511
X0458,13.50798,144.78337
X0459,13.5049,144.78529
X0460,13.50567,144.7851
X0461,13.50287,144.78557
X0462,13.50772,144.78348
X0463,13.50657,144.78601
X0464,13.50717,144.78519
X0465,13.50702,144.78374
X0466,13.52189,144.80595
X0467,13.52217,144.80348
X0468,13.52159,144.80554
X0469,13.52142,144.80585
X0470,13.52232,144.80362
X0471,13.52198,144.80596
X0472,13.52156,144.80725
X0473,13.52235,144.8063
X0474,13.52212,144.80383
X0475,13.5227,144.80452
X0476,13.52162,144.8067
X0477,13.52227,144.80551
X0478,13.52296,144.80386
X0479,13.52327,144.80379
X0490,13.52232,144.80409
X0492,13.52311,144.80441
X0493,13.52189,144.80505
X0494,13.53949,144.80582
X0495,13.54581,144.80957
X0496,13.53994,144.80681
X0497,13.53991,144.80609
X0498,13.54442,144.80951
X0499,13.54618,144.80997
X0500,13.54043,144.80695
X0501,13.54286,144.80847
x0501M,13.27575,144.67805
X0502,13.54121,144.80817
x0502M,13.27551,144.67621
X0503,13.53964,144.80626
x0503M,13.27192,144.67635
X0504,13.54489,144.80888
x0504M,13.26995,144.66968
X0505,13.54292,144.80949
x0505U,13.30301,144.66869
X0506,13.54063,144.80641
x0507,13.44391,144.78589
X0508,13.54233,144.80768
X0509,13.54063,144.80743
X0510,13.54414,144.80864
X0511,13.54735,144.81062
X0512,13.53916,144.8054
X0513,13.54148,144.80692
X0514,13.54196,144.80862
X0515,13.54387,144.80945
X0517,13.50728,144.79916
X0519,13.50043,144.79832
X0521,13.50016,144.79813
X0522,13.49749,144.79535
x0522Y,13.40591,144.77028
X0523,13.50292,144.79613
X0524,13.49949,144.79764
X0525,13.50735,144.79996
X0526,13.50717,144.80025
X0527,13.49721,144.79556
X0529,13.50625,144.79964
X0530,13.50628,144.8002
X0531,13.50691,144.80016
X0532,13.49804,144.79643
X0533,13.49893,144.79715
X0534,13.4983,144.79501
X0535,13.49712,144.79547
X0536,13.50197,144.79764
X0537,13.50773,144.79973
X0538,13.50591,144.79987
X0539,13.50181,144.789
X0540,13.50091,144.7887
X0541,13.50236,144.78848
X0542,13.50615,144.80016
X0543,13.50278,144.78381
X0544,13.50755,144.79953
X0545,13.50157,144.79829
X0546,13.50681,144.79941
X0546A,13.50351,144.7874
X0547,13.52332,144.81395
X0548,13.50736,144.79919
X0549,13.50225,144.78543
X0550,13.50094,144.78978
X0551,13.52279,144.81201
X0552,13.50181,144.78757
X0553,13.50124,144.79178
X0554,13.50322,144.79106
X0555,13.50156,144.78818
X0556,13.5277,144.80731
X0557,13.50196,144.78732
X0558,13.50195,144.78654
X0559,13.50164,144.78796
X0560,13.50175,144.78815
X0561,13.50133,144.78897
X0562,13.50139,144.787
x0562a,13.52727,144.81299
X0563,13.50174,144.78778
X0564,13.50207,144.78703
X0565,13.50412,144.7912
X0566,13.50142,144.78859
X0567,13.50181,144.7859
X0568,13.50144,144.78836
X0569,13.50365,144.79083
X0570,13.52196,144.81425
X0571,13.52578,144.80858
X0572,13.52278,144.81584
x0573,13.49938667,144.7851117
x0574,13.50009167,144.7855133
x0575,13.499495,144.7860617
X0576,13.52283,144.81125
X0577,13.53364,144.80873
X0578,13.53326,144.80965
X0579,13.53228,144.81056
X0581,13.53171,144.80936
X0582,13.53276,144.80882
X0583,13.53378,144.81097
X0584,13.53283,144.81062
X0585,13.50347,144.79112
X0586,13.53108,144.80974
x0587,13.50494,144.7839
X0588,13.52783,144.8069
X0589,13.50241,144.78902
X0590,13.52346,144.81551
X0591,13.5306,144.81024
X0592,13.53316,144.81038
x0593,13.5045,144.78431
X0595,13.54354,144.81018
X0596,13.55784,144.81647
X0597,13.55674,144.81454
X0598,13.44769,144.62466
X0599,13.49952,144.79897
X0600,13.49901,144.79797
X0601,13.52745,144.80725
X0602,13.499901,144.79834
X0603,13.54466,144.80951
X0604,13.54358,144.80989
X0605,13.50384,144.78795
X0606,13.49982,144.7988
X0607,13.54533,144.80952
X0608,13.44754,144.62138
X0609,13.50352,144.78966
X0610,13.56458,144.84215
x0611,13.576572,144.83154
X0612,13.4996,144.79811
X0613,13.50111,144.79054
X0614,13.54641,144.81049
x0615,13.57749,144.83154
X0616,13.44735,144.62144
X0617,13.50167,144.789
X0618,13.54431,144.81215
X0619,13.55553,144.81349
X0620,13.50265,144.79121
x0621,13.4405,144.78499
X0622,13.44565,144.66951
X0623,13.50205,144.78496
X0624,13.44367,144.67284
X0625,13.44294,144.66905
X0626,13.44533,144.67072
X0627,13.5019,144.7963
X0628,13.54456,144.81129
X0629,13.44706,144.62215
X0630,13.50069,144.78688
X0631,13.50427,144.78841
X0632,13.5023,144.78485
x0633,13.51403,144.80574
X0634,13.54287,144.81207
x0635,13.44081,144.78839
X0636,13.50199,144.79436
x0637,13.4418,144.78915
