trap_id,latitude,longitude
X1651,13.50598,144.80876
X1652,13.55579,144.83961
X1653,13.50838,144.80943
x1654,13.45782,144.76414
X1655,13.45818,144.83015
x1656,13.5416,144.83885
x1657,13.53812,144.91023
x1659,13.4295,144.78549
x1662,13.45711,144.76292
X1664,13.53986,144.90943
X1665,13.55305,144.91544
X1665a,13.50807,144.80891
X1666,13.565,144.84406
X1667,13.50857,144.80969
X1668,13.46377,144.7858
X1669,13.50727,144.80861
X1670,13.50731,144.80827
x1673,13.45355,144.77527
x1675,13.6151,144.84131
x1676,13.5328,144.83656
x1678,13.45151,144.77513
x1679,13.4478,144.76784
X1681,13.543472,144.809171
x1681a,13.54243,144.82088
X1682,13.38383,144.76323
x1682W,13.38079,144.76022
x1682WH,13.38125,144.76033
x1682Y,,
X1683,13.61114,144.84988
X1685,13.6145,144.84116
x1686,13.44781,144.76637
x1686B,13.46444,144.84021
x1687,13.43029,144.78568
X1689,13.61478,144.84142
x1690,13.53564,144.80325
X1691,13.47639,144.74646
X1693,13.51729,144.85358
X1696,13.40586,144.77264
X1697,13.54211,144.83316
X1699,13.50644,144.80908
x1700,13.53598,144.83507
X1701,13.50738,144.88274
X1702,13.41333,144.78264
X1703,13.62884,144.84618
x1704,13.46438,144.75137
X1705R,13.6157,144.84142
X1706,13.54703,144.81096
X1707,13.54398,144.81184
X1708,13.50566,144.80867
X1709,13.47654,144.74208
x1709A,13.53778,144.90759
x1710a,13.54468,144.8105
X1711,13.46877,144.84203
X1712,13.50891,144.80933
X1713,13.61503,144.84192
X1714,13.46732,144.75468
X1715,13.50678,144.8093
X1717,13.50647,144.80801
X1718,13.54473,144.80959
X1720,13.56993,144.84731
X1721,13.44942,144.81883
X1722,13.58546,144.87846
X1723,13.47594,144.7394
X1724,13.47646,144.74287
X1725,13.51939,144.85466
X1726,13.47652,144.74837
X1727,13.60304,144.8582
X1728,13.61526,144.84189
X1729,13.47647,144.74536
x1729A,13.5476,144.90797
X1730R,13.61421,144.8412
X1731,13.47643,144.74429
X1733,13.47627,144.74478
X1734,13.61504,144.84172
X1736,13.47649,144.74173
X1738,13.64918,144.85774
X1739,13.53864,144.90892
X1740,13.46394,144.78593
x1741,13.46637,144.75276
x1742,13.4133,144.78273
X1744,13.5898,144.8658
X1745,13.52734,144.90157
x1748,13.43485,144.76035
X1749,13.50703,144.80836
X1750,13.56382,144.84271
x1751,13.54523,144.81746
X1753,13.50648,144.80867
X1754,13.50756,144.80852
x1755,13.531,144.8739
X1757,13.53025,144.82597
x1759,13.49716,144.78633
x1767,13.53649,144.83655
x1768,13.44815,144.7668
x1774,13.44554,144.78691
x1775,13.49765,144.77022
x1776,13.49767,144.78914
x1781,13.46225,144.75615
x1784,13.45297,144.7755
x1785,13.44931,144.77754
x1787,13.44667,144.7655
x1788,13.44865,144.76541
x1795,13.46766,144.75293
x1796,13.4559,144.76457
x1799,13.46528,144.75352
x1807,13.46278,144.75633
X1809,13.5318,144.91809
x1810,13.49714,144.80716
X1811a,13.39951,144.70708
x1813,13.5289,144.87099
x1814,13.46275,144.72867
x1816,13.44955,144.80319
x1821,13.50042,144.79085
X1823,13.46776,144.7392
x1825,13.44983,144.77704
X1834,13.4068,144.70587
x1837,13.51362,144.80595
x1844,13.45087,144.7792
x1851,13.57946,144.8916
x1856,13.49527,144.77315
x1858,13.4149,144.7504
x1866,13.4514,144.77715
x1870,13.49714,144.8078
X1872,13.46741,144.75427
X1873,13.47588,144.73947
X1888,13.577217,144.831088
X1889,13.50409,144.77882
x1891,13.41325,144.74908
X1892,13.56451,144.84216
X1893,13.56327,144.84215
X1894,13.40253,144.7038
X1895,13.51759,144.85506
X1896,13.50007,144.77608
X1897,13.564,144.84175
X1899,13.5637,144.84303
X1900,13.5637,144.84279
X1901,13.56499,144.84143
X1902,13.51753,144.85373
X1903,13.56518,144.84181
X1905,13.56426,144.84203
X1906,13.5636,144.84247
X1907,13.50259,144.77927
X1908,13.57806,144.8315
x1909,13.57876,144.83167
X1911,13.517,144.85455
X1913,13.49979,144.77663
X1914,13.47129,144.75755
X1915,13.56601,144.84242
X1916,13.56403,144.84253
X1917,13.56449,144.84181
X1918,13.56409,144.84155
X1919,13.51698,144.85426
X1920,13.51724,144.8549
x1921,13.47661,144.74843
x1922,13.47079,144.70825
x1924,13.47127,144.75754
x1925,13.46537,144.70409
x1926,13.46578,144.70483
x1927,13.46378,144.70584
x1928,13.4641,144.70663
x1929,13.47088,144.71242
x1930,13.46441,144.64812
x1931,13.46443,144.64633
x1932,13.46447,144.65056
x1933,13.47062,144.70708
x1934,13.47175,144.71037
x1935,13.52046,144.84956
x1936,13.51709,144.85089
x1937,13.51675,144.85274
x1938,13.51969,144.85355
x1939,13.65002,144.85434
x1940,13.44355,144.68948
x1941,13.44268,144.68654
x1942,13.44293,144.68842
x1943,13.44374,144.68459
x1946,13.64902,144.85318
x1947,13.64799,144.85219
x1948,13.65169,144.85651
x1949,13.48055,144.7719
x1950,13.50331,144.78966
x1951,13.65147,144.85747
x1952,13.65318,144.86011
x1953,13.65292,144.86104
x1954,13.47937,144.77383
x1955,13.48084,144.77686
x1956,13.47786,144.77296
x1957,13.46397,144.75104
x1958,13.52015,144.85007
x1959,13.49723,144.78343
x1960,13.62213,144.89761
X1960A,13.64186,144.88175
x1961,13.57725,144.90013
x1961a,13.63953,144.88226
x1962,13.56701,144.93312
x1963,13.55511,144.93292
x1964,13.6268,144.89418
x1965,13.62297,144.89626
x1966,13.58081,144.89403
x1967,13.62533,144.89429
x1967a,13.62972,144.89024
x1968,13.57987,144.89909
x1968a,13.63387,144.88547
x1969,13.55987,144.9344
x1970,13.5814,144.89647
x1971,13.57189,144.93654
x1972,13.59523,144.9304
x1972a,13.64092,144.88176
x1973,13.57462,144.9389
x1974,13.55508,144.93378
x1975,13.55347,144.93298
x1976,13.55795,144.93359
x1977,13.56622,144.91475
x1977a,13.63097,144.88803
x1978,13.56385,144.91597
x1978a,13.62894,144.89211
x1979,13.56089,144.90704
x1980,13.56166,144.90532
x1981,13.56246,144.90334
x1982,13.56438,144.90071
x1983,13.58099,144.94215
x1983Y,13.39264,144.75774
x1984,13.56802,144.90652
x1984a,13.63732,144.88445
x1984Y,13.39879,144.75327
x1985,13.49734,144.77774
x1986,13.45804,144.70351
x1986B,13.37743,144.74973
x1987,13.5064,144.85226
x1988,13.5042,144.84885
x1989,13.50449,144.85225
x1990,13.50085,144.85602
x1991,13.50523,144.85541
x1992,13.51254,144.85994
x1993,13.51268,144.86436
x1994,13.50839,144.8667
x1995,13.5026,144.86604
x1996,13.49838,144.83191
x1997,13.49949,144.82599
x1998,13.49912,144.83484
x1999,13.49206,144.85066
x2000,13.51245,144.85738
x2001,13.5126,144.86707
x2002,13.51338,144.87935
x2003,13.43506,144.80688
x2004,13.43575,144.80675
x2005,13.43413,144.80697
x2006,13.43266,144.80521
x2006M,13.46875,144.76363
x2007,13.40053,144.70772
x2007M,13.46917,144.76411
x2008,13.40467,144.69194
x2009,13.38122,144.7384
x2010,13.39062,144.71288
x2011,13.38877,144.71407
x2012,13.3907,144.71423
x2013,13.39159,144.71497
x2014,13.37584,144.73912
x2015,13.37472,144.74217
x2016,13.37764,144.74336
x2017,13.37916,144.74121
x2018,13.38062,144.73985
x2019,13.38284,144.74321
x2020,13.38426,144.73985
x2021,13.38253,144.73965
x2022,13.37446,144.73607
x2023,13.46417,144.70366
x2024,13.46624,144.77567
x2025,13.46562,144.77525
x2026,13.46298,144.77371
x2027,13.45417,144.76038
x2028,13.45378,144.76192
x2029,13.49965,144.77727
x2030,13.49833,144.77782
x2031,13.46815,144.77739
x3000,13.33982,144.74112
x3000W,13.52515,144.86982
x3001W,13.52571,144.87147
X815TR,13.43358,144.78635
x9989,13.3566,144.64883
x9990,13.35538,144.64876
x9991,13.35345,144.65111
x9992,13.44664,144.75127
x9993,13.44775,144.74854
x9994,13.45124,144.74553
x9995,13.44673,144.74881
x9996,13.32065,144.84732
x9996a,13.32087,144.73621
x9997,13.31943,144.73715
X9998,13.50534,144.80165
X9999,13.51223,144.80719
